id_user,nombre,apellido,email,password_hash,tlf,municipality_id,sexo,age,role,created_at,updated_at
81,Iker,Zubizarreta Echeverria,iker.zubizarreta1296@euskador.eus,a17b9a8e370d4a8a25763b0a0046e668792b55dc9aa2c9362153172d265afa2d,+34 96808598,20036,hombre,61,user,2026-03-04 20:02:00,2026-03-04 20:02:00
82,Teresa,Larrañaga Agirre,teresa.larranaga1567@euskador.eus,2da8c93727337aad76b8ce9c5ab16a632c93ef5710db8f15cf8121958c3378a2,+34 71448629,1037,otro,62,user,2026-03-14 04:29:00,2026-03-14 04:29:00
83,Manuel,Garate Zubizarreta,manuel.garate1659@euskador.eus,b973338fca0d6d4ce29c90681ee74dc6f8d92f861bad1b1d4d3235748345192c,+34 73728804,1043,otro,65,admin,2026-03-25 10:26:00,2026-03-25 10:26:00
84,Nerea,Zubizarreta Garate,nerea.zubizarreta47@euskador.eus,e17e025d38471ee90d810a88aa8e8d5dda40cdc4e4c6c9d4035b7e101a2adb1f,+34 73428428,48020,otro,50,user,2026-03-17 21:56:00,2026-03-17 21:56:00
85,Leire,Díaz Muñoz,leire.diaz1566@euskador.eus,a58f000d37023765d552b829e6e32f4b94cded5b28a7b229d1f746754502eacd,+34 76466960,1010,otro,51,user,2026-03-27 15:55:00,2026-03-27 15:55:00
86,Leire,Sarasola Hernández,leire.sarasola1729@euskador.eus,b5f81426fcadb908a9f94dab98bfe4268e2cde849037cc26c6bb58d21fa2b44f,+34 76320689,1021,mujer,49,user,2026-03-02 23:48:00,2026-03-02 23:48:00
87,Izaro,González Zubizarreta,izaro.gonzalez1001@euskador.eus,5abf73ed3f23c84c79d2861e6543fed292c94a24368e508122541b133cf34c30,+34 92797828,20055,mujer,49,user,2026-03-04 16:31:00,2026-03-04 16:31:00
88,Mikel,Goikoetxea Arregi,mikel.goikoetxea547@euskador.eus,ee001f5f2ff631e83650c3baf3f41c21edd805d817fc571407ebefaa14b91d0f,+34 99085522,48020,hombre,48,user,2026-03-12 00:07:00,2026-03-12 00:07:00
89,Laura,Bilbao Sánchez,laura.bilbao550@euskador.eus,d752203c1f1772acf47601429ef944810f45fa73b80c7298bd3788ddb97650b9,+34 68165435,48013,mujer,65,user,2026-03-23 14:01:00,2026-03-23 14:01:00
90,Gaizka,García Gómez,gaizka.garcia881@euskador.eus,af762f404f5b372a859f65d77aea1af9a73a654e61e45e42e8d75883b25a3b29,+34 76595882,48011,otro,46,user,2026-03-02 05:30:00,2026-03-02 05:30:00
91,Antonio,Arregi Basabe,antonio.arregi612@euskador.eus,49ee6ad2e20b1b981d8d2414d44a8af2e69a03e601a7840dc91b286b631eed8f,+34 91246234,48080,otro,51,user,2026-03-05 10:33:00,2026-03-05 10:33:00
92,Asier,Muñoz Martínez,asier.munoz619@euskador.eus,dea7fc37a527e1db3b5868589593dada0a04b158fca89633b811cb0f42f76a8c,+34 94146590,48096,hombre,48,user,2026-03-01 15:39:00,2026-03-01 15:39:00
93,Isabel,Atutxa Jiménez,isabel.atutxa1727@euskador.eus,ff8f887afcfa4c3c6a547a69307c28f4ead16f62537c8694d130f49f5f7a9073,+34 73565497,1037,mujer,53,user,2026-03-25 20:10:00,2026-03-25 20:10:00
94,Isabel,Díaz Zabaleta,isabel.diaz1172@euskador.eus,e18c7b065140a4509219109b2c7520153e54a81a5ecd1057c01af85a8af28123,+34 94192060,20018,otro,50,user,2026-03-10 21:16:00,2026-03-10 21:16:00
95,Uxue,Gómez Barandiaran,uxue.gomez62@euskador.eus,624bfa3f1bc17dc5ebac450806172a88538a237c9e6064a05d75ccae7a27a0c6,+34 76725494,48015,otro,55,user,2026-03-16 08:31:00,2026-03-16 08:31:00
96,Ander,Atutxa Rodríguez,ander.atutxa122@euskador.eus,df62f6e412fa32d7be868083b020f6b398454242533ce0e9c5182ccf389b1f06,+34 96213942,48096,otro,52,user,2026-03-17 13:16:00,2026-03-17 13:16:00
97,Nerea,Atutxa Zubizarreta,nerea.atutxa1541@euskador.eus,b5da1281e1088a15d0a21a302c98305330719324c67385c00b0d7cfe95b28077,+34 94547761,20055,mujer,64,user,2026-03-02 07:58:00,2026-03-02 07:58:00
98,Idoya,Moreno Romero,idoya.moreno1591@euskador.eus,7c94dba43cf5cc658f5d36ad13898797314a73afde62a6f38a76746150cfba53,+34 94887671,1008,mujer,47,user,2026-03-17 11:24:00,2026-03-17 11:24:00
99,Xabier,Uriarte Etxebarria,xabier.uriarte1551@euskador.eus,b210f8faa9d1235b3cdc9d16957acf6cde3c7453052c956a7bdd940dfe7f415f,+34 79999670,20069,otro,55,user,2026-03-25 00:12:00,2026-03-25 00:12:00
100,Javier,Sánchez Basabe,javier.sanchez596@euskador.eus,67631007b7aff39ad76fad29516025b90cd9935649b3582a74c2dc644fe777bf,+34 75887274,48020,otro,64,user,2026-03-26 16:51:00,2026-03-26 16:51:00
101,Leire,Sarasola Zabaleta,leire.sarasola129@euskador.eus,2b744ddad6e7fb86c950d5c810f13a82a716f04e34fe2efa46647d33da8cdb1d,+34 64460128,48020,mujer,51,user,2026-03-06 01:45:00,2026-03-06 01:45:00
102,Daniel,Urrutia Elizondo,daniel.urrutia467@euskador.eus,87e6e028bfb4d273b9d2be533b74d1944a0afd04b24d0a5a40793d3f4c2d5fab,+34 76270353,48013,hombre,55,user,2026-03-22 14:49:00,2026-03-22 14:49:00
103,Ignacio,Alonso Ruiz,ignacio.alonso1178@euskador.eus,d2956ee97ef053f7190d9b3ca48c609af770f7fa8df66d2b819534e60e4833fb,+34 96692999,20045,otro,48,user,2026-03-01 20:29:00,2026-03-01 20:29:00
104,Iker,López Iparragirre,iker.lopez831@euskador.eus,3778372f1c9950e09f35662fbd7d380f6f35baea78153e2bad6b711014f5645e,+34 72998299,48096,hombre,49,user,2026-03-27 11:25:00,2026-03-27 11:25:00
105,Ainhoa,Azkarate Moreno,ainhoa.azkarate1760@euskador.eus,68a6cf60847b78426cd13fc002c14b222e368eb324794d0bfb7c74e405095091,+34 66970152,1037,otro,50,user,2026-03-11 08:39:00,2026-03-11 08:39:00
106,Mikel,Otxoa González,mikel.otxoa1425@euskador.eus,50ec783a22d529925843b4bac5a8a27738ca22a5c65097ed09a44429db9b0511,+34 65743384,20074,hombre,45,user,2026-03-01 21:41:00,2026-03-01 21:41:00
107,Carmen,Zubizarreta Garate,carmen.zubizarreta954@euskador.eus,8a07dc0e829227e6d349465944d345e6fa71f32dc8f2b8f7af7095d8dc7472da,+34 77867801,20069,mujer,45,user,2026-03-19 12:02:00,2026-03-19 12:02:00
108,David,Sánchez Moreno,david.sanchez1802@euskador.eus,b7e45ca721cdfdc4f3d209b76e88e3cfd435e91d57b3a836a7b26cb3e014ee27,+34 72636453,1051,hombre,58,user,2026-03-13 10:37:00,2026-03-13 10:37:00
109,Idoya,Romero Agirre,idoya.romero1207@euskador.eus,0b90d60c2ae9316741c84c7db431698a76d459ea6d481fb887b8021dd7c24634,+34 63758324,20036,mujer,46,user,2026-03-19 09:42:00,2026-03-19 09:42:00
110,Miren,Goikoetxea Azkarate,miren.goikoetxea205@euskador.eus,7a54ec158521da36859188341dad40b99bb2e1d7d802069d17de362484a82a28,+34 94484650,48003,mujer,48,user,2026-03-29 14:28:00,2026-03-29 14:28:00
111,Markel,Gómez Martínez,markel.gomez1370@euskador.eus,e3d25f90ec8725cbb7bfca92bb553f3b1ce609e7fe1c6234e98b11c09b5f5318,+34 92074949,20074,otro,49,user,2026-03-13 00:37:00,2026-03-13 00:37:00
112,Izaro,Bilbao Bilbao,izaro.bilbao1328@euskador.eus,0372a11838ce4d249e6f83e9a987f81111b847c36f55076e267562931cf85f1a,+34 74866774,20069,mujer,48,user,2026-03-12 01:56:00,2026-03-12 01:56:00
113,Ainhoa,Pérez García,ainhoa.perez1608@euskador.eus,54b0798b85c32c1ee554419aec4ffc5230571d4fe61f12430c1a44ae951623de,+34 93348286,1051,otro,61,user,2026-03-14 16:15:00,2026-03-14 16:15:00
114,Irati,Azkarate Barandiaran,irati.azkarate457@euskador.eus,cfc4603d380ec7262798339d3e2940396e8da0afa9d0d47b96d56c5ad1d44740,+34 98690268,48036,mujer,52,user,2026-03-28 11:22:00,2026-03-28 11:22:00
115,Amaia,Madariaga Alonso,amaia.madariaga210@euskador.eus,633166f13fa04267e58d35cc142e82d7b45ab112b991f040eb914bb0abaa8b03,+34 63131420,48096,mujer,65,user,2026-03-20 05:03:00,2026-03-20 05:03:00
